AR0001*	U+09FC4[U]
IA0237	U+037DF[U]
IA0238*	U+037E2[U]
IA0239	U+037E1[U]
IA0240	U+037E7[U]
IA0241	U+037F5[U]
IA0242	U+037FB[U]
IA0243*	U+037FD[U]
IA0244*	U+03800[U]
IA0245	U+03809[U]
IA0246	U+0380C[U]
IA0247	U+0380E[U]
IA0248	U+03810[U]
IA0249	U+03815[U]
IA0250	U+03816[U]
IA0251	U+03817[U]
IA0252	U+0381D[U]
IA0253	U+0382A[U]
IA0254	U+0382F[U]	U+0382F[18]
IA0255	U+0383C[U]
IA0256	U+0384C[U]
IA0257	U+0385E[U]
IA0258	U+03862[U]
IA0259	U+03863[U]
IA0260	U+034DC[U]
IA0261	U+0386B[U]
IA0262	U+0386C[U]
IA0263	U+03873[U]
IA0264	U+0387D[U]
IA0265	U+03888[U]
IA0266	U+0388B[U]
IA0267	U+03891[U]
IA0268	U+03895[U]
IA0269	U+0389C[U]
IA0271	U+038A1[U]
IA0272	U+038A2[U]
IA0273	U+038A3[U]
IA0274	U+038A7[U]
IA0275	U+038B4[U]
IA0276	U+038C0[U]
IA0277	U+038C3[U]
IA0278	U+038C9[U]
IA0279	U+038D8[U]
IA0280	U+038DE[U]
IA0281	U+038E0[U]
IA0282	U+038E2[U]
IA0283	U+038E5[U]
IA0284	U+038EA[U]
IA0285	U+038F1[U]
IA0286	U+038F2[U]
IA0287	U+038FA[U]
IA0288	U+038FC[U]
IA0290*	U+03917[U]	U+03917[18]
IA0291*	U+0391A[U]
IA0292	U+03920[U]
IA0293	U+03922[U]
IA0294	U+03929[U]
IA0301	U+0392B[U]
IA0302	U+0392F[U]
IA0303	U+03935[U]
IA0304	U+0393A[U]
IA0305	U+03940[U]
IA0306	U+03941[U]
IA0307	U+0394C[U]
IA0308	U+03950[U]
IA0309	U+03960[U]
IA0310	U+03963[U]
IA0311	U+03964[U]
IA0312	U+03966[U]
IA0313	U+03969[U]
IA0314S	U+03971[U]
IA0315	U+03972[U]
IA0316	U+03973[U]
IA0317	U+03998[U]
IA0318	U+0399B[U]
IA0320	U+0399E[U]
IA0321	U+039A3[U]
IA0322	U+039A4[U]
IA0323	U+039A5[U]
IA0324	U+039AE[U]
IA0325	U+039B1[U]
IA0326	U+039B2[U]
IA0327	U+039B6[U]
IA0328	U+039BE[U]
IA0329	U+039C8[U]
IA0330	U+039DE[U]
IA0331	U+039E8[U]
IA0332	U+039FD[U]
IA0333	U+03A0B[U]
IA0334	U+03A17[U]
IA0335	U+03A2F[U]
IA0336	U+03A36[U]
IA0337	U+03A3B[U]
IA0338	U+03A3F[U]
IA0339	U+03A4D[U]
IA0340	U+03A5C[U]
IA0341*	U+03A6E[U]
IA0342	U+03A7D[U]
IA0343	U+03A85[U]
IA0344	U+03A89[U]
IA0345	U+03A98[U]
IA0346	U+03A9F[U]
IA0348*	U+03AB0[U]
IA0348SS	=IA0348*
IA0349	U+03ABD[U]
IA0350	U+03ABF[U]
IA0351	U+03AC0[U]
IA0352	U+03AC4[U]
IA0353	U+03AD0[U]
IA0354	U+03AD1[U]
IA0355	U+03AD5[U]
IA0356*	U+03AD6[U]
IA0357	U+03ADB[U]
IA0358	U+03ADE[U]
IA0359*	U+03AE0[U]
IA0360	U+03AE4[U]
IA0361	U+03AE6[U]
IA0362	U+03AE8[U]
IA0363*	U+03AEA[U]
IA0365	U+03AEF[U]
IA0366	U+03AF3[U]
IA0367	U+03AF4[U]
IA0368	U+03AF6[U]
IA0369	U+03AF7[U]
IA0370	U+03AFC[U]
IA0371	U+03B01[U]
IA0372	U+03B0A
IA0373*	U+03B1A[U]
IA0374*	U+03B1C[U]
IA0375	U+03B1D[U]
IA0376*	U+03B22[U]
IA0377	U+03B25[U]
IA0378	U+03B26[U]
IA0379	U+03B30[U]
IA0380S	U+03B35[U]
IA0381	U+03B36[U]
IA0382	U+03B3C[U]
IA0384	U+03B43[U]
IA0385	U+03B4C[U]
IA0387	U+03B55[U]
IA0388	U+03B59[U]
IA0389	U+03B5D[U]
IA0390*	U+03B6D[U]
IA0391	U+03B74[U]
IA0392	U+03B78[U]
IA0393	U+03B7B[U]
IA0394*	U+03B88[U]
IA0401	U+03B8A[U]
IA0402	U+03B8B[U]
IA0403	U+03B9B[U]
IA0404	U+03BB5[U]
IA0405*	U+03BB6[U]
IA0406	U+03BBB[U]
IA0407*	U+03BC3[U]
IA0409	U+03BE2[U]
IA0410*	U+03BEC[U]
IA0410S	=IA0410*
IA0411*	U+03BF0[U]
IA0412	U+03BF3[U]
IA0413	U+03BF8[U]
IA0414*	U+03C0F[U]
IA0415	U+03C13[U]
IA0416	U+03C1E[U]
IA0417	U+03C2D[U]
IA0418	U+03C2E[U]
IA0419	U+03C31[U]
IA0420	U+03C38[U]
IA0421	U+03C45[U]
IA0422	U+03C4B[U]
IA0423	U+03C4F[U]
IA0424	U+03C55[U]
IA0425	U+03C5D[U]
IA0426	U+03C8A[U]
IA0427	U+03C9B[U]
IA0428	U+03C9D[U]
IA0429	U+03CB8[U]
IA0430*	U+03CBC[U]
IA0430S	=IA0430*
IA0431*	U+03CC3[U]
IA0432	U+03CD1[U]
IA0433*	U+03CD2[U]
IA0434	U+03CD6[U]
IA0435	U+03CD9[U]
IA0436	U+03CDA[U]
IA0437	U+03CDC[U]
IA0438	U+03CDF[U]
IA0440	U+03CF5[U]
IA0441	U+03CFA[U]
IA0442	U+03D00[U]
IA0443*	U+03D1E[U]
IA0444	U+03D20[U]
IA0445	U+03D2C[U]
IA0446	U+03D35[U]
IA0449*	U+03D4E[U]
IA0450	U+03D52[U]
IA0451	U+03D53[U]
IA0452	U+03D5D[U]
IA0453*	U+03D64[U]
IA0454	U+03D67[U]
IA0455	U+03D6E[U]
IA0456	U+03D76[U]
IA0457	U+03D7C[U]
IA0458	U+03D93[U]
IA0459	U+03DA6[U]
IA0460	U+03DB5[U]
IA0461*	U+03DC0[U]
IA0462	U+03DC9[U]
IA0463*	U+03DD4[U]	U+03DD4[18]
IA0464	U+03DD6[U]
IA0465	U+03DF1[U]
IA0466*	U+03E0F[U]
IA0466S	=IA0466*
IA0467	U+03E33[U]
IA0468*	U+03E3F[U]
IA0469	U+03E40[U]
IA0470	U+03E45[U]
IA0471	U+03E5C[U]
IA0472	U+03E63[U]
IA0473*	U+03E66[U]
IA0474*	U+03E68[U]
IA0475	U+03E72[U]
IA0476	U+03E77[U]
IA0477	U+03E79[U]
IA0478	U+03E8A[U]
IA0479	U+03EB2[U]
IA0481*	U+03EE8[U]
IA0482	U+03EDA[U]
IA0483	U+03EE1[U]
IA0484	U+03F0B[U]
IA0485	U+03F18[U]
IA0486	U+03F3C[U]
IA0487	U+03F56[U]
IA0488	U+03F6A[U]
IA0489	U+03F97[U]
IA0490	U+03FC2[U]
IA0491	U+03FCB[U]
IA0492	U+03FCD[U]
IA0494	U+03FDF[U]
IA0501	U+03FE4[U]
IA0502	U+04034[U]
IA0503	U+04035[U]
IA0504	U+04040[U]
IA0505	U+04048[U]
IA0506	U+04050[U]
IA0507	U+04051[U]
IA0508	U+0405F[U]
IA0509	U+04071[U]
IA0510	U+0408A[U]
IA0511*	U+04093[U]
IA0512	U+04096[U]
IA0513	U+040A2[U]
IA0514	U+040B2[U]
IA0516	U+040CD[U]
IA0517	U+040DD[U]
IA0518*	U+040EF[U]
IA0519	U+040FE[U]
IA0520	U+04100[U]
IA0521	U+04102[U]
IA0522*	U+04103[U]
IA0523	U+04105[U]	U+04105[18]
IA0524	U+04107[U]
IA0525	U+04112[U]
IA0526	U+04126[U]
IA0527	U+0412A[U]
IA0528	U+0412B[U]
IA0529	U+04138[U]
IA0530	U+04145[U]
IA0531	U+04146[U]
IA0533	U+0414B[U]
IA0534*	U+0414F[U]
IA0535	U+0415E[U]
IA0536	U+04162[U]
IA0539	U+04181[U]
IA0540	U+04192[U]
IA0541	U+041CA[U]
IA0542	U+041CB[U]
IA0543	U+041D2[U]
IA0544	U+041E1[U]
IA0545*	U+041EE[U]
IA0546	U+041F1[U]
IA0547*	U+041F3[U]
IA0548	U+041FF[U]
IA0549*	U+0420E[U]
IA0550	U+04215[U]
IA0551	U+0421E[U]
IA0552	U+04227[U]
IA0553	U+04234[U]
IA0554	U+04235[U]
IA0555	U+04246[U]
IA0556	U+04256[U]
IA0557	U+0425C[U]
IA0558*	U+04264[U]
IA0559	U+0427A[U]
IA0560	U+0427D[U]
IA0561	U+04280[U]
IA0562	U+04285[U]
IA0563	U+04291[U]
IA0564	U+04293[U]
IA0565	U+04297[U]
IA0566	U+042A2[U]
IA0567	U+042A3[U]
IA0568	U+042AF[U]
IA0569	U+042B6[U]
IA0570	U+042C1[U]
IA0571	U+042C6[U]	U+042C6[18]
IA0572	U+042C7[U]
IA0573	U+042D0[U]
IA0574*	U+042D6[U]
IA0575	U+042DB[U]
IA0576*	U+042DD[U]
IA0577	U+042E8[U]
IA0578	U+04306[U]
IA0579	U+04307[U]
IA0580*	U+04313[U]
IA0581	U+04316[U]
IA0582	U+0431E[U]
IA0583*	U+0432B[U]
IA0584	U+0432C[U]
IA0585	U+0434F[U]
IA0587	U+0436A[U]
IA0588	U+043A9[U]
IA0589	U+043CA[U]
IA0590	U+043CB[U]
IA0591	U+043D5[U]
IA0592	U+043DE[U]
IA0593	U+043EC[U]
IA0594*	U+043EE[U]
IA0601	U+043EF[U]
IA0602	U+03B27
IA0603	U+043F7[U]
IA0604	U+043F8[U]
IA0605	U+0440C[U]
IA0606	U+04424[U]
IA0607	U+04451[U]
IA0608*	U+04453[U]
IA0609*	U+0445B[U]
IA0610	U+04467[U]
IA0611	U+04468[U]
IA0612	U+0446D[U]
IA0613*	U+04476[U]
IA0614*	U+0447A[U]
IA0615*	U+04491[U]
IA0616	U+04494[U]
IA0617	U+044A2[U]
IA0618	U+044A9[U]
IA0619	U+044AB[U]
IA0620	U+044B1[U]
IA0621*	U+044B3[U]	U+044B3[18]
IA0622	U+044B6[U]
IA0623	U+044B9[U]
IA0624*	U+044BE[U]	U+044BE[18]
IA0625	U+044C1[U]
IA0626	U+044CC[U]
IA0628	U+044D3[U]
IA0629	U+044E6[U]
IA0630	U+044F2[U]
IA0631	U+044F5[U]
IA0632	U+044F6[U]
IA0633	U+044FA[U]
IA0634	U+04506[U]
IA0635*	U+04508[U]
IA0636	U+0450A[U]
IA0637	U+04524[U]
IA0638*	U+04525[U]
IA0639	U+04535[U]
IA0640	U+0453B[U]
IA0641*	U+04543[U]	U+04543[18]
IA0642	U+0454C[U]
IA0644	U+0453C[U]
IA0645	U+0455E[U]
IA0646	U+0456B[U]
IA0647	U+04576
IA0648	U+0457A[U]
IA0649	U+0457E[U]
IA0650	U+04587[U]
IA0651	U+0458D[U]
IA0652	U+0458E[U]
IA0653	U+04593[U]
IA0654*	U+0459B[U]
IA0655	U+0459D[U]	U+0459D[18]
IA0656	U+045A3[U]
IA0657	U+045A7[U]
IA0659	U+045D9[U]
IA0660	U+045DD[U]
IA0661	U+045DF[U]
IA0662	U+045F3[U]
IA0663	U+04600[U]
IA0664	U+0460D[U]
IA0665	U+04610[U]
IA0666	U+04616[U]
IA0667	U+04618[U]
IA0668	U+04621[U]
IA0669	U+04631[U]
IA0670	U+0463A[U]
IA0671	U+0465E[U]
IA0672*	U+04665[U]
IA0673	U+04672[U]
IA0674	U+04674[U]
IA0675	U+04679[U]
IA0676	U+0467A[U]
IA0677	U+0467D[U]
IA0678	U+04688[U]
IA0679	U+046AC[U]
IA0680	U+046AE[U]
IA0681*	U+046AF[U]
IA0682	U+046B1[U]
IA0683	U+046B8[U]
IA0684	U+046D1[U]
IA0685*	U+046D5[U]
IA0685S	=IA0685*
IA0686	U+046E6[U]
IA0687	U+046ED[U]
IA0688	U+046EE[U]
IA0689	U+046F1[U]
IA0690	U+0470B[U]
IA0691	U+0470F[U]
IA0692	U+0471F[U]
IA0693	U+04722[U]
IA0694	U+0472C[U]
IA0701	U+04749[U]
IA0702	U+04768[U]
IA0703	U+04769[U]
IA0704	U+0476F[U]
IA0705	U+04777[U]
IA0706*	U+0477A[U]
IA0706SS	=IA0706*
IA0707	U+0477F[U]
IA0708	U+0FA23[U]
IA0709	U+047AF[U]
IA0710	U+047E6[U]
IA0711*	U+047FD[U]
IA0712	U+04801[U]
IA0713	U+04834[U]
IA0714*	U+04844[U]
IA0715	U+0484E[U]	U+0484E[18]
IA0716	U+04871[U]
IA0717	U+04889[U]
IA0718	U+04897[U]
IA0719	U+0489E[U]
IA0720	U+0489F[U]
IA0721	U+048A3[U]
IA0722	U+048D0[U]
IA0723	U+048DB[U]
IA0724	U+048E6[U]
IA0725	U+048E9[U]
IA0726	U+048EC[U]
IA0727	U+048F3[U]
IA0728	U+048F4[U]
IA0729	U+0490E[U]
IA0730	U+0491B[U]
IA0731	U+0491D[U]
IA0732	U+0491E[U]
IA0733	U+04922[U]
IA0734	U+04923[U]
IA0735	U+04924[U]
IA0736	U+04929[U]
IA0737	U+0492B[U]
IA0738	U+04930[U]
IA0739	U+04931[U]
IA0740	U+04937[U]
IA0741	U+04943[U]
IA0742	U+0494D[U]
IA0743	U+0494E[U]
IA0745	U+04962[U]
IA0746	U+0496C[U]
IA0747	U+0496E[U]
IA0748	U+04976[U]
IA0749	U+04987[U]
IA0750	U+04993[U]
IA0751	U+0499A[U]
IA0752	U+0499C[U]
IA0753	U+0499E[U]
IA0754	U+049AD[U]
IA0755*	U+049B0[U]
IA0756	U+049B4[U]
IA0757	U+049BD[U]
IA0758	U+049BE[U]
IA0759	U+049C4[U]
IA0760	U+049C9[U]
IA0761	U+049CF[U]
IA0762	U+049D4[U]
IA0763	U+049DE[U]
IA0764	U+049E2[U]
IA0765	U+049F6[U]
IA0766	U+04A16[U]
IA0767*	U+04A29[U]
IA0768	U+04A2C[U]
IA0769	U+04A4D[U]
IA0770	U+04A57[U]
IA0771	U+04A6B[U]
IA0772	U+04A84[U]
IA0773	U+04AA9[U]
IA0774	U+04AB7[U]
IA0775	U+04AB8[U]
IA0776*	U+04ABC[U]
IA0777	U+04AB5[U]
IA0777S	U+04AB5
IA0778	U+04AD3[U]
IA0779	U+04ADD[U]
IA0780	U+04AEB[U]
IA0781	U+04B22[U]
IA0782	U+04B3B[U]	U+04B3B[18]
IA0783	U+04B55[U]
IA0784	U+04B70[U]
IA0785	U+04B75[U]
IA0786	U+04B7F[U]
IA0787	U+04B9E[U]
IA0788	U+04BB2[U]
IA0789*	U+04BC2[U]
IA0790	U+04BDB[U]
IA0791*	U+04BE8[U]
IA0792	U+04BEB[U]
IA0793	U+04BEC[U]
IA0794	U+04C07[U]
IA0801	U+04C0C[U]
IA0802	U+04C17[U]	U+04C17[18]
IA0803*	U+04C20[U]
IA0804	U+04C35[U]
IA0805	U+04C3A[U]
IA0807	U+04C70[U]
IA0808	U+04C76[U]
IA0809	U+04CAC[U]
IA0810	U+04CB3[U]
IA0811	U+04CBD[U]
IA0812	U+04CBE[U]
IA0813	U+04CE1[U]
IA0814	U+04D0E[U]
IA0815	U+04D1F[U]
IA0816	U+04D21[U]
IA0817	U+04D91[U]
IA0818	U+04DAC[U]
IA0819	U+04DAF[U]
IA0820	U+04DB0[U]
IA0901	U+03401
IA0902	U+200A3
IA0903	U+0340C
IA0904	U+03416
IA0905	U+0341C
IA0906	U+03421
IA0907	U+03424
IA0908	U+03428
IA0909	U+03431
IA0910	U+03432
IA0911	U+03433
IA0912	U+03434
IA0913	U+03438
IA0914	U+03439
IA0915	U+0343B
IA0916	U+0343C
IA0917	U+03443
IA0918	U+03444
IA0919	U+03449
IA0920	U+0344A
IA0921	U+0344B
IA0922	U+0344C
IA0923	U+0344D
IA0924	U+0344E
IA0926	U+03451
IA0927	U+03459
IA0928	U+0345A
IA0929	U+0345B
IA0930	U+0345C
IA0932	U+0345F
IA0933	U+03463
IA0934	U+03465
IA0935	U+0346E
IA0936	U+0346F
IA0938	U+03471
IA0939	U+03473
IA0940	U+03474
IA0941	U+03475
IA0942	U+03476
IA0943	U+03477
IA0944	U+0347B
IA0945	U+0347C
IA0946	U+0347D
IA0947	U+0347E
IA0948	U+0347F
IA0949	U+03480
IA0950	U+03481
IA0951	U+03483
IA0952	U+03484
IA0953	U+03485
IA0954	U+03486
IA0955	U+03487
IA0956	U+03488
IA0957	U+03489
IA0958	U+0348B
IA0959	U+0348C
IA0960	U+0348D
IA0961SS	U+0348E
IA0962	U+03491
IA0964	U+03493
IA0965	U+03494
IA0966	U+03495
IA0968	U+0348A
IA0969	U+03499
IA0970	U+0349A
IA0971	U+0349B
IA0972	U+0349C
IA0973	U+0349D
IA0974	U+0349F
IA0975	U+034A0
IA0976	U+034A1
IA0977	U+034A4
IA0978	U+034A5
IA0979	U+034A6
IA0980	U+034A7
IA0981	U+20457
IA0982	U+034A9
IA0983	U+034AA
IA0984	U+034AD
IA0985	U+034B0
IA0986	U+034B2
IA0987	U+034B3
IA1003	U+034B9
IA1004	U+034BB
IA1005	U+034BD
IA1006	U+034BE
IA1007	U+034BF
IA1008	U+034C2
IA1009	U+034C4
IA1010	U+034C5
IA1011	U+034C8
IA1012	U+034C9
IA1013	U+034CA
IA1014	U+034CB
IA1015	U+034CC
IA1016	U+034CE
IA1017	U+034CF
IA1018	U+034D0
IA1019	U+034D1
IA1020	U+034D3
IA1021	U+034D4
IA1023	U+034D8
IA1024SS	U+034D9
IA1025	U+034DA
IA1026	U+034DE
IA1027	U+034DF
IA1028	U+034E0
IA1029	U+034E1
IA1030	U+034E2
IA1031	U+034E3
IA1032	U+034E4
IA1033	U+034E7
IA1034	U+034E8
IA1035	U+034E9
IA1036	U+034EE
IA1037	U+034EF
IA1038	U+034ED
IA1039	U+034F1
IA1040	U+034F3
IA1041	U+034F4
IA1042	U+034F5
IA1043	U+034F6
IA1044	U+034F7
IA1045	U+034F8
IA1046	U+034F9
IA1047	U+034FA
IA1048	U+034FC
IA1049	U+034FD
IA1050	U+03500
IA1051	U+03502
IA1052	U+03503
IA1053	U+03504
IA1054	U+03505
IA1055	U+03506
IA1056	U+03507
IA1057	U+034FE
IA1058	U+0350A
IA1059	U+0350B
IA1060	U+0350C
IA1061	U+0350D
IA1062	U+0350F
IA1063	U+0350E
IA1066	U+03512
IA1067	U+03519
IA1068	U+0351E
IA1069	U+03520
IA1070	U+03521
IA1072	U+03523
IA1073	U+03525
IA1074	U+03527
IA1075	U+03528
IA1076	U+03529
IA1077	U+0352A
IA1078	U+0352D
IA1079	U+0352F
IA1080	U+03536
IA1082	U+20976
IA1083	U+03539
IA1084	U+0353B
IA1085	U+0353D
IA1087	U+03541
IA1088	U+03542
IA1089	U+03544
IA1090	U+03545
IA1091	U+03546
IA1092	U+03547
IA1093	U+03548
IA1094	U+03549
IA1101	U+0354A
IA1102	U+0354B
IA1103	U+0354C
IA1104	U+0354D
IA1105	U+0354E
IA1107	U+03550
IA1108	U+03551
IA1109	U+03555
IA1110	U+03556
IA1111	U+03557
IA1112	U+03559
IA1113	U+0355F
IA1114	U+03561
IA1115	U+03564
IA1116	U+03565
IA1117	U+03568
IA1118	U+03569
IA1119	U+0356A
IA1120	U+0356B
IA1121	U+0356C
IA1122	U+0356D
IA1124	U+03570
IA1125	U+03571
IA1126	U+03572
IA1127	U+03573
IA1128	U+03574
IA1130	U+03578
IA1131	U+0357A
IA1132	U+0357B
IA1133	U+0357C
IA1134	U+03580
IA1135	U+03581
IA1136	U+03582
IA1137	U+03583
IA1138	U+03584
IA1139	U+03585
IA1140	U+03586
IA1141	U+03587
IA1142	U+0358F
IA1143	U+03590
IA1144	U+03591
IA1145	U+03592
IA1146	U+03593
IA1147	U+03594
IA1148	U+03595
IA1149	U+03597
IA1150	U+0359F
IA1151	U+035A0
IA1152	U+035A1
IA1153	U+035A3
IA1154	U+035A4
IA1155	U+035A5
IA1157	U+035A7
IA1159	U+035A9
IA1160	U+035AA
IA1161	U+035B7
IA1162	U+035B8
IA1163	U+035B9
IA1164	U+035BA
IA1165	U+035BB
IA1166	U+035CB
IA1167	U+035BC
IA1168	U+035BE
IA1169	U+035CC
IA1170	U+035C0
IA1171	U+035C2
IA1172	U+035C3
IA1173	U+035C4
IA1176	U+035C9
IA1177	U+035CA
IA1178	U+035CD
IA1179	U+035D3
IA1180	U+035D5
IA1181	U+035D7
IA1182	U+035D8
IA1183	U+035D9
IA1184	U+035DC
IA1186	U+035E2
IA1187	U+035E3
IA1188	U+035E5
IA1189	U+035E6
IA1190	U+035E7
IA1191	U+035E8
IA1192	U+035E9
IA1193	U+035EA
IA1194	U+035EC
IA1201	U+035ED
IA1202	U+035F1
IA1203	U+035F2
IA1204	U+035F3
IA1205	U+035F4
IA1206	U+035F5
IA1207	U+035F6
IA1208	U+035FC
IA1209	U+035FD
IA1210	U+035FE
IA1211	U+035FF
IA1212	U+03600
IA1213	U+03601
IA1214	U+03602
IA1216	U+03606
IA1217	U+03607
IA1218	U+03608
IA1219	U+03609
IA1220	U+0360A
IA1221	U+0360B
IA1222	U+0360C
IA1223	U+0360D
IA1224S	U+03610
IA1225	U+03611
IA1226	U+03613
IA1228	U+03616
IA1229	U+03619
IA1230	U+0361B
IA1301	U+0361D
IA1302	U+03620
IA1303	U+03621
IA1304	U+03623
IA1305	U+03624
IA1306	U+03625
IA1307	U+03626
IA1308	U+03627
IA1309	U+03628
IA1310	U+03629
IA1311	U+0362A
IA1312	U+0362C
IA1313	U+0362D
IA1314	U+03631
IA1315	U+03633
IA1316	U+03639
IA1317	U+03636
IA1318	U+0363A
IA1320	U+03638
IA1321	U+0363B
IA1322	U+0363F
IA1323	U+03640
IA1324	U+03641
IA1325	U+03642
IA1326	U+03643
IA1327	U+03645
IA1328	U+03647
IA1329	U+03648
IA1330	U+03649
IA1331	U+21364
IA1332	U+0364E
IA1334	U+03650
IA1335	U+03651
IA1336	U+03652
IA1337	U+03653
IA1338	U+03654
IA1339	U+03655
IA1340	U+03659
IA1341	U+0365A
IA1342	U+0365B
IA1343	U+213B2
IA1344	U+0365D
IA1345	U+0365E
IA1347	U+03661
IA1348	U+03662
IA1349	U+03663
IA1350	U+03664
IA1351	U+03665
IA1352	U+03667
IA1353	U+03668
IA1354	U+03669
IA1355	U+0366A
IA1356	U+0366B
IA1357	U+0366C
IA1358	U+03670
IA1359	U+03671
IA1360	U+03672
IA1361	U+03673
IA1362	U+03674
IA1363	U+03675
IA1364	U+03676
IA1365	U+03677
IA1366	U+03678
IA1367	U+03679
IA1368	U+0367A
IA1369	U+0367C
IA1370	U+0367E
IA1371	U+03680
IA1372	U+03681
IA1373	U+03682
IA1374	U+03683
IA1375	U+03685
IA1377	U+0368A
IA1378	U+0368B
IA1379	U+0368C
IA1380	U+0368D
IA1382	U+03690
IA1383	U+03692
IA1384	U+03693
IA1385	U+03694
IA1386	U+03697
IA1387	U+03698
IA1388	U+21637
IA1389	U+0369D
IA1390	U+0369E
IA1392	U+036A2
IA1393	U+036A3
IA1394	U+036A4
IA1401	U+036A5
IA1402	U+036A6
IA1403	U+036A7
IA1404	U+036A9
IA1405	U+036AA
IA1406	U+036AB
IA1407	U+036AC
IA1408	U+036AD
IA1409	U+036AE
IA1410	U+036B0
IA1411	U+036B1
IA1412	U+036B2
IA1413	U+036B3
IA1414	U+036B4
IA1415	U+036B5
IA1416	U+036B6
IA1418	U+036B8
IA1419	U+036B9
IA1420	U+036BA
IA1421	U+036BC
IA1422	U+036BD
IA1423	U+036BE
IA1424	U+036BF
IA1425	U+036C2
IA1426	U+036C3
IA1427	U+036C4
IA1428	U+036C5
IA1429	U+036C6
IA1430	U+2172E
IA1431	U+036CD
IA1432	U+036CE
IA1433S	U+036D0
IA1434	U+036D1
IA1435	U+036D3
IA1436	U+036D4
IA1437	U+036D5
IA1438	U+036D6
IA1439	U+036D7
IA1440	U+036D8
IA1441	U+036D9
IA1442	U+036DA
IA1443	U+036DB
IA1444	U+036DC
IA1445	U+036DD
IA1446	U+036DE
IA1447	U+036E5
IA1448	U+036E7
IA1449	U+036E8
IA1450	U+036E9
IA1451	U+036EA
IA1452	U+036E6
IA1453	U+036EB
IA1454	U+036EC
IA1455	U+036ED
IA1456	U+036EE
IA1457	U+036EF
IA1458	U+036F0
IA1459	U+036F1
IA1461	U+036F3
IA1462	U+036F4
IA1463	U+036F5
IA1464	U+036F6
IA1465	U+036F8
IA1466	U+036FE
IA1467S	U+036F9
IA1468	U+036FA
IA1469	U+036FB
IA1470	U+036FC
IA1471	U+036FD
IA1472	U+03705
IA1473	U+03706
IA1474	U+03707
IA1476	U+03709
IA1477	U+0370A
IA1478	U+0370B
IA1479	U+0370C
IA1480	U+0370D
IA1481	U+0370E
IA1482	U+0370F
IA1483	U+03710
IA1484	U+03711
IA1485	U+03712
IA1487	U+03716
IA1488	U+03718
IA1489	U+03719
IA1490	U+0371A
IA1491	U+0371B
IA1492	U+0371C
IA1493	U+0371D
IA1494	U+0371E
IA1501	U+03720
IA1502	U+03721
IA1503	U+03722
IA1504	U+03723
IA1505	U+03724
IA1506	U+03725
IA1507	U+03727
IA1508	U+03726
IA1509	U+03729
IA1510	U+0372A
IA1511	U+0372B
IA1513	U+0372E
IA1514	U+0372F
IA1515	U+03730
IA1516	U+03731
IA1517	U+03732
IA1518	U+03733
IA1519	U+03734
IA1520	U+03735
IA1521	U+03736
IA1522	U+03737
IA1524	U+03739
IA1525	U+0373A
IA1526	U+0373B
IA1527	U+0373C
IA1528	U+0373D
IA1530	U+03740
IA1531	U+03741
IA1532	U+03742
IA1533	U+03743
IA1534	U+03744
IA1535	U+03745
IA1536	U+03748
IA1537	U+0374A
IA1538	U+0374C
IA1539	U+0374D
IA1540	U+0374F
IA1541	U+03750
IA1542	U+0374E
IA1543	U+03752
IA1544	U+03753
IA1545S	U+03754
IA1546	U+03755
IA1547	U+03756
IA1548	U+0375B
IA1549	U+0375C
IA1550	U+0375E
IA1552	U+03764
IA1553	U+03765
IA1554	U+03766
IA1555	U+03767
IA1557	U+0376A
IA1558	U+0376E
IA1559	U+0376F
IA1560	U+03770
IA1561	U+03771
IA1562	U+03772
IA1601	U+03774
IA1602	U+03776
IA1604	U+0377A
IA1605	U+0377B
IA1606	U+0377C
IA1607	U+05C28[20]
IA1608	U+0377F
IA1609	U+03780
IA1610	U+03781
IA1611	U+03782
IA1612	U+03783
IA1613	U+03784
IA1614	U+03785
IA1615	U+03786
IA1616	U+03787
IA1617	U+03788
IA1618	U+03789
IA1619	U+0378A
IA1620	U+0378B
IA1621	U+0378C
IA1622	U+0378F
IA1623	U+03790
IA1624	U+03792
IA1625	U+03793
IA1627	U+03795
IA1628	U+03796
IA1629	U+03797
IA1630	U+03798
IA1631	U+03799
IA1632	U+0379A
IA1633	U+0379B
IA1634	U+0379C
IA1635	U+0379F
IA1636	U+037A1
IA1637	U+037A2
IA1638	U+037A3
IA1639	U+037A4
IA1640	U+037A5
IA1641	U+037A6
IA1642	U+037A7
IA1643	U+037A8
IA1644	U+037A9
IA1645	U+037AD
IA1646	U+037B0
IA1647	U+037B1
IA1648	U+037B2
IA1649	U+037B3
IA1651SS	U+037B6
IA1652	U+037AB
IA1653	U+037B9
IA1654	U+037BD
IA1655	U+037BE
IA1656	U+037C0
IA1657	U+037C3
IA1658	U+037C4
IA1659	U+037C5
IA1660	U+037C7
IA1661	U+037C8
IA1662	U+037C9
IA1663	U+037CA
IA1664	U+037CB
IA1665	U+037D3
IA1666	U+037CC
IA1667	U+037CD
IA1668	U+037CE
IA1669	U+037CF
IA1671	U+037D1
IA1672	U+037D7
IA1673	U+037D8
IA1674	U+037D9
IA1675	U+037DA
IA1676	U+037DD
IA1677	U+037DE
IA1678	U+037E0
IA1679	U+037E6
IA1681	U+037E9
IA1682	U+037EA
IA1683	U+037EB
IA1684	U+037EC
IA1685	U+037ED
IA1686	U+037F0
